,Protein_Group,Protein_Ids,Protein_Names,Genes,First_Protein_Description,1139,3058,Peptides
754,P70372,P70372,ELAV1_MOUSE,Elavl1,ELAV-like protein 1,25361.0,616649.0,
755,O55128,O55128,SAP18_MOUSE,Sap18,Histone deacetylase complex subunit SAP18,16299.2,393591.0,
756,P29341,P29341,PABP1_MOUSE,Pabpc1,Polyadenylate-binding protein 1,37055.3,866501.0,
757,Q9EPU0,Q9EPU0,RENT1_MOUSE,Upf1,Regulator of nonsense transcripts 1,32969.0,769867.0,
758,Q922U1,Q922U1,PRPF3_MOUSE,Prpf3,U4/U6 small nuclear ribonucleoprotein Prp3,23924.6,550676.0,
759,Q9JLI8,Q9JLI8,SART3_MOUSE,Sart3,Squamous cell carcinoma antigen recognized by T-cells 3,55655.8,1266410.0,
760,Q8C3F2,Q8C3F2,F120C_MOUSE,Fam120c,Constitutive coactivator of PPAR-gamma-like protein 2,132519.0,2959100.0,
761,P57722,P57722,PCBP3_MOUSE,Pcbp3,Poly(rC)-binding protein 3,27534.6,607003.0,
762,Q91VM5,Q91VM5;Q9WV02,RMXL1_MOUSE,Rbmxl1,"RNA binding motif protein, X-linked-like-1",60118.8,1325190.0,
763,Q60668,Q60668,HNRPD_MOUSE,Hnrnpd,Heterogeneous nuclear ribonucleoprotein D0,99690.6,2131220.0,
764,P09405,P09405,NUCL_MOUSE,Ncl,Nucleolin,25515.1,542298.0,
765,Q61990,Q61990;P57722,PCBP2_MOUSE,Pcbp2,Poly(rC)-binding protein 2,144382.0,3065630.0,
766,Q8C854,Q8C854,MYEF2_MOUSE,Myef2,Myelin expression factor 2,143949.0,3031370.0,
767,Q8CCT4,Q8CCT4;Q8R0A5,TCAL5_MOUSE,Tceal5,Transcription elongation factor A protein-like 5,31498.1,655744.0,
768,Q8BP71,Q8BP71,RFOX2_MOUSE,Rbfox2,RNA binding protein fox-1 homolog 2,17117.9,350239.0,
769,Q8BTI8,Q8BTI8,SRRM2_MOUSE,Srrm2,Serine/arginine repetitive matrix protein 2,118585.0,2420600.0,
770,Q9DBM1,Q9DBM1,GPTC1_MOUSE,Gpatch1,G patch domain-containing protein 1,4608.23,92347.2,
771,Q8BIF2,Q8BIF2,RFOX3_MOUSE,Rbfox3,RNA binding protein fox-1 homolog 3,50977.8,1010250.0,
772,Q99JP0,Q99JP0,M4K3_MOUSE,Map4k3,Mitogen-activated protein kinase kinase kinase kinase 3,4517.49,87552.8,
773,Q9DBC3,Q9DBC3,CMTR1_MOUSE,Cmtr1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,35628.1,688516.0,
774,Q6A0A9,Q6A0A9,F120A_MOUSE,FAM120A,Constitutive coactivator of PPAR-gamma-like protein 1,122830.0,2310900.0,
775,Q9D0E1,Q9D0E1,HNRPM_MOUSE,Hnrnpm,Heterogeneous nuclear ribonucleoprotein M,232203.0,4306810.0,
776,Q8C2Q3,Q8C2Q3,RBM14_MOUSE,Rbm14,RNA-binding protein 14,65577.4,1198810.0,
777,A2A6A1,A2A6A1,GPTC8_MOUSE,Gpatch8,G patch domain-containing protein 8,7586.74,133133.0,
778,Q8CH09,Q8CH09,SUGP2_MOUSE,Sugp2,SURP and G-patch domain-containing protein 2,96035.1,1665960.0,
779,Q6NV83,Q6NV83,SR140_MOUSE,U2surp,U2 snRNP-associated SURP motif-containing protein,76354.4,1291370.0,
780,Q8CJG1,Q8CJG1,AGO1_MOUSE,Ago1,Protein argonaute-1,3113.15,52321.8,
781,Q9Z2X1,Q9Z2X1,HNRPF_MOUSE,Hnrnpf,Heterogeneous nuclear ribonucleoprotein F,24139.1,403556.0,
782,Q8VEK3,Q8VEK3,HNRPU_MOUSE,Hnrnpu,Heterogeneous nuclear ribonucleoprotein U,382988.0,6359840.0,
783,Q9CX86,Q9CX86,ROA0_MOUSE,Hnrnpa0,Heterogeneous nuclear ribonucleoprotein A0,106482.0,1756930.0,
784,P70333,P70333,HNRH2_MOUSE,Hnrnph2,Heterogeneous nuclear ribonucleoprotein H2,152295.0,2504480.0,
785,Q9JIX8,Q9JIX8,ACINU_MOUSE,Acin1,Apoptotic chromatin condensation inducer in the nucleus,31808.5,507365.0,
786,Q3UHK8,Q3UHK8,TNR6A_MOUSE,Tnrc6a,Trinucleotide repeat-containing gene 6A protein,12868.9,204241.0,
787,Q61656,Q61656,DDX5_MOUSE,Ddx5,Probable ATP-dependent RNA helicase DDX5,159402.0,2495710.0,
788,Q8CJ67,Q8CJ67,STAU2_MOUSE,Stau2,Double-stranded RNA-binding protein Staufen homolog 2,10187.5,156845.0,
789,D3YXK2,D3YXK2,SAFB1_MOUSE,Safb,Scaffold attachment factor B1,45272.0,688159.0,
790,Q60865,Q60865,CAPR1_MOUSE,Caprin1,Caprin-1,18610.8,279845.0,
791,O55176,O55176,PJA1_MOUSE,Pja1,E3 ubiquitin-protein ligase Praja-1,6931.92,104116.0,
792,Q0VBL3,Q0VBL3,RBM15_MOUSE,Rbm15,RNA-binding protein 15,4676.19,69865.1,
793,Q99JF8,Q99JF8,PSIP1_MOUSE,Psip1,PC4 and SFRS1-interacting protein,2699.09,39607.5,
794,Q9QYH6,Q9QYH6,MAGD1_MOUSE,Maged1,Melanoma-associated antigen D1,35335.2,517267.0,
795,P59708,P59708,SF3B6_MOUSE,Sf3b6,Splicing factor 3B subunit 6,18161.7,255611.0,
796,Q80U78,Q80U58;Q80U78,PUM1_MOUSE,Pum1,Pumilio homolog 1,19521.3,271628.0,
797,Q8BWL5,Q8BWL5,RBMS3_MOUSE,Rbms3,"RNA-binding motif, single-stranded-interacting protein 3",34572.2,478931.0,
798,Q8K019,Q8K019,BCLF1_MOUSE,Bclaf1,Bcl-2-associated transcription factor 1,82518.5,1139000.0,
799,Q924K8,Q924K8,MTA3_MOUSE,Mta3,Metastasis-associated protein MTA3,5049.49,67387.5,
800,P27048;P63163,P27048;P63163,RSMB_MOUSE;RSMN_MOUSE,Snrpb;Snrpn,Small nuclear ribonucleoprotein-associated protein B,21549.4,287101.0,
801,O70133,O70133,DHX9_MOUSE,Dhx9,ATP-dependent RNA helicase A,94612.4,1229680.0,
802,Q501J6,Q501J6,DDX17_MOUSE,Ddx17,Probable ATP-dependent RNA helicase DDX17,60225.9,781890.0,
803,Q52KI8,Q52KI8,SRRM1_MOUSE,Srrm1,Serine/arginine repetitive matrix protein 1,15925.2,201645.0,
804,Q810A7,Q810A7,DDX42_MOUSE,Ddx42,ATP-dependent RNA helicase DDX42,19122.1,235487.0,
805,Q6NVF9,Q6NVF9,CPSF6_MOUSE,Cpsf6,Cleavage and polyadenylation specificity factor subunit 6,239174.0,2916660.0,
806,Q8K1R3,Q8K1R3,PNPT1_MOUSE,Pnpt1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",2783.39,33824.6,
807,Q9R1C7,Q9R1C7,PR40A_MOUSE,Prpf40a,Pre-mRNA-processing factor 40 homolog A,23070.3,276816.0,
808,Q7TQH0,Q7TQH0,ATX2L_MOUSE,Atxn2l,Ataxin-2-like protein,28898.6,339140.0,
809,Q8K2K6,Q8K2K6,AGFG1_MOUSE,Agfg1,Arf-GAP domain and FG repeat-containing protein 1,141750.0,1654730.0,
810,Q99L47,Q99L47,F10A1_MOUSE,St13,Hsc70-interacting protein,8828.41,102874.0,
811,Q7TSZ8,Q7TSZ8;Q9DCM7,NACC1_MOUSE,Nacc1,Nucleus accumbens-associated protein 1,7821.7,89323.3,
812,O08807,O08807,PRDX4_MOUSE,Prdx4,Peroxiredoxin-4,13300.5,148723.0,
813,O70305,O70305,ATX2_MOUSE,Atxn2,Ataxin-2,25606.8,283487.0,
814,Q9JKX6,Q9JKX6,NUDT5_MOUSE,Nudt5,ADP-sugar pyrophosphatase,4388.61,47975.7,
815,P31648,P31648,SC6A1_MOUSE,Slc6a1,Sodium- and chloride-dependent GABA transporter 1,3605.47,39153.7,
816,Q8R066,Q8R066,C1QT4_MOUSE,C1qtnf4,Complement C1q tumor necrosis factor-related protein 4,41976.1,441253.0,
817,Q91YR7,Q91YR7,PRP6_MOUSE,Prpf6,Pre-mRNA-processing factor 6,19441.2,202059.0,
818,P42932,P42932,TCPQ_MOUSE,Cct8,T-complex protein 1 subunit theta,558243.0,5796250.0,
819,Q61191,Q61191,HCFC1_MOUSE,Hcfc1,Host cell factor 1,57588.0,577239.0,
820,Q9DCT8,Q9DCT8,CRIP2_MOUSE,Crip2,Cysteine-rich protein 2,7516.82,74470.5,
821,Q9DCD2,Q9DCD2,SYF1_MOUSE,Xab2,Pre-mRNA-splicing factor SYF1,14666.5,143102.0,
822,P80314,P80314,TCPB_MOUSE,Cct2,T-complex protein 1 subunit beta,18744.6,182444.0,
823,Q91XU0,Q91XU0,WRIP1_MOUSE,Wrnip1,ATPase WRNIP1,43987.9,412236.0,
824,Q62318,Q62318,TIF1B_MOUSE,Trim28,Transcription intermediary factor 1-beta,40486.5,355447.0,
825,Q0VGY8,Q0VGY8,TANC1_MOUSE,Tanc1,Protein TANC1,4711.6,40981.8,
826,Q8BJZ4,Q8BJZ4,RT35_MOUSE,Mrps35,"28S ribosomal protein S35, mitochondrial",14733.3,126246.0,
827,O35737,O35737,HNRH1_MOUSE,Hnrnph1,Heterogeneous nuclear ribonucleoprotein H,142111.0,1214160.0,
828,Q9CZY3,Q9CZY3;Q9D2M8,UB2V1_MOUSE,Ube2v1,Ubiquitin-conjugating enzyme E2 variant 1,19534.1,166223.0,
829,Q6DIC0,Q3TKT4;Q6DIC0,SMCA2_MOUSE,Smarca2,Probable global transcription activator SNF2L2,13492.7,113769.0,
830,O35691,O35691,PININ_MOUSE,Pnn,Pinin,40443.0,338410.0,
831,Q61937,Q61937,NPM_MOUSE,Npm1,Nucleophosmin,49623.0,414609.0,
832,Q99020,Q99020,ROAA_MOUSE,Hnrnpab,Heterogeneous nuclear ribonucleoprotein A/B,27440.6,226200.0,
833,P60335,P60335,PCBP1_MOUSE,Pcbp1,Poly(rC)-binding protein 1,248726.0,2042400.0,
834,Q8R1B5,Q8R1B5,CPLX3_MOUSE,Cplx3,Complexin-3,4236.82,34706.9,
835,Q80ZK0,Q80ZK0,RT10_MOUSE,Mrps10,"28S ribosomal protein S10, mitochondrial",23299.2,189690.0,
836,Q99JX7,Q99JX7,NXF1_MOUSE,Nxf1,Nuclear RNA export factor 1,18976.6,154092.0,
837,Q61584,Q61584,FXR1_MOUSE,Fxr1,RNA-binding protein FXR1,57728.9,467847.0,
838,Q99LX5,Q99LX5,MMTA2_MOUSE,Mmtag2,Multiple myeloma tumor-associated protein 2 homolog,5420.74,43916.5,
839,Q80SY5,Q80SY5,PR38B_MOUSE,Prpf38b,Pre-mRNA-splicing factor 38B,13591.8,108238.0,
840,Q9CR88,Q9CR88,RT14_MOUSE,Mrps14,"28S ribosomal protein S14, mitochondrial",9180.43,72417.3,
841,Q99JR5,Q99JR5,TINAL_MOUSE,Tinagl1,Tubulointerstitial nephritis antigen-like,5955.34,46831.5,
842,Q99N87,Q99N87,RT05_MOUSE,Mrps5,"28S ribosomal protein S5, mitochondrial",22083.6,172193.0,
843,Q9CR57,Q9CR57,RL14_MOUSE,Rpl14,60S ribosomal protein L14,35460.1,275713.0,
844,Q8BL97,Q8BL97,SRSF7_MOUSE,Srsf7,Serine/arginine-rich splicing factor 7,62303.2,470872.0,
845,P14869,P14869,RLA0_MOUSE,Rplp0,60S acidic ribosomal protein P0,6641.29,49199.0,
846,Q8CA95,Q8CA95,PDE10_MOUSE,Pde10a,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",28870.4,209946.0,
847,P47911,P47911,RL6_MOUSE,Rpl6,60S ribosomal protein L6,22961.4,166739.0,
848,Q9WV02,Q9WV02,RBMX_MOUSE,Rbmx,"RNA-binding motif protein, X chromosome",26980.2,195539.0,
849,Q99LF4,Q99LF4,RTCB_MOUSE,Rtcb,RNA-splicing ligase RtcB homolog,55702.3,403638.0,
850,Q62448,Q62448,IF4G2_MOUSE,Eif4g2,Eukaryotic translation initiation factor 4 gamma 2,12862.4,92625.0,
851,Q69ZA1,Q69ZA1,CDK13_MOUSE,Cdk13,Cyclin-dependent kinase 13,77430.4,556638.0,
852,P23198,P23198,CBX3_MOUSE,Cbx3,Chromobox protein homolog 3,4600.23,32963.7,
853,Q91VR5,Q91VR5,DDX1_MOUSE,Ddx1,ATP-dependent RNA helicase DDX1,46450.4,324347.0,
854,Q6A4J8,Q6A4J8,UBP7_MOUSE,Usp7,Ubiquitin carboxyl-terminal hydrolase 7,20278.4,141509.0,
855,Q9D883,Q9D883,U2AF1_MOUSE,U2af1,Splicing factor U2AF 35 kDa subunit,59271.1,410345.0,
856,Q61545,Q61545,EWS_MOUSE,Ewsr1,RNA-binding protein EWS,7813.32,52835.0,
857,P70205,P70205,PACR_MOUSE,Adcyap1r1,Pituitary adenylate cyclase-activating polypeptide type I receptor,32072.6,215195.0,
858,Q8K3Z9,Q8K3Z9,PO121_MOUSE,Pom121,Nuclear envelope pore membrane protein POM 121,29051.0,194460.0,
859,Q80X50,Q80X50,UBP2L_MOUSE,Ubap2l,Ubiquitin-associated protein 2-like,21372.8,142735.0,
860,P80316,P80316,TCPE_MOUSE,Cct5,T-complex protein 1 subunit epsilon,22267.5,147830.0,
861,Q924C1,Q924C1,XPO5_MOUSE,Xpo5,Exportin-5,14420.1,95611.3,
862,P12970,P12970,RL7A_MOUSE,Rpl7a,60S ribosomal protein L7a,18179.9,119424.0,
863,Q14C51,Q14C51,PTCD3_MOUSE,Ptcd3,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",30896.0,200622.0,
864,Q9QYI3,Q9QYI3,DNJC7_MOUSE,Dnajc7,DnaJ homolog subfamily C member 7,7755.75,50101.0,
865,Q99KN9,Q99KN9,EPN4_MOUSE,Clint1,Clathrin interactor 1,12856.9,82460.0,
866,Q9CPU0,Q9CPU0,LGUL_MOUSE,Glo1,Lactoylglutathione lyase,85744.7,545955.0,
867,P35980,P35980,RL18_MOUSE,Rpl18,60S ribosomal protein L18,25288.3,160164.0,
868,Q9Z1R2,Q9Z1R2,BAG6_MOUSE,Bag6,Large proline-rich protein BAG6,6758.9,42432.0,
869,Q8BFY9,Q8BFY9;Q99LG2,TNPO1_MOUSE,Tnpo1,Transportin-1,7778.85,48021.8,
870,Q8BHI9,Q8BHI9,NIM1_MOUSE,Nim1k,Serine/threonine-protein kinase NIM1,4431.91,27085.3,
871,Q923W1,Q923W1,TGS1_MOUSE,Tgs1,Trimethylguanosine synthase,8033.77,48330.4,
872,Q6PFR5,Q6PFR5,TRA2A_MOUSE,Tra2a,Transformer-2 protein homolog alpha,13141.9,78682.2,
873,Q8VE97,Q8VE97,SRSF4_MOUSE,Srsf4,Serine/arginine-rich splicing factor 4,21330.9,127434.0,
874,Q91W50,Q91W50,CSDE1_MOUSE,Csde1,Cold shock domain-containing protein E1,32192.8,191050.0,
875,P80318,P80318,TCPG_MOUSE,Cct3,T-complex protein 1 subunit gamma,46791.9,277618.0,
876,A2AR02,A2AR02,PPIG_MOUSE,Ppig,Peptidyl-prolyl cis-trans isomerase G,33275.4,192944.0,
877,Q99ME2,Q99ME2,WDR6_MOUSE,Wdr6,WD repeat-containing protein 6,16973.7,98405.7,
878,Q9JKY0,Q9JKY0,CNOT9_MOUSE,Cnot9,CCR4-NOT transcription complex subunit 9,10566.5,60797.4,
879,P80313,P80313,TCPH_MOUSE,Cct7,T-complex protein 1 subunit eta,28117.4,161511.0,
880,Q6PB66,Q6PB66,LPPRC_MOUSE,Lrpprc,"Leucine-rich PPR motif-containing protein, mitochondrial",13048.3,74726.8,
881,Q8K0C9,Q8K0C9,GMDS_MOUSE,Gmds,"GDP-mannose 4,6 dehydratase",6827.38,38994.3,
882,Q920Q4,Q920Q4,VPS16_MOUSE,Vps16,Vacuolar protein sorting-associated protein 16 homolog,8992.54,50947.2,
883,Q8CIQ7,Q8CIQ7,DOCK3_MOUSE,Dock3,Dedicator of cytokinesis protein 3,38958.7,219293.0,
884,Q569Z5,Q569Z5,DDX46_MOUSE,Ddx46,Probable ATP-dependent RNA helicase DDX46,118839.0,658362.0,
885,Q0VGU4,Q0VGU4,VGF_MOUSE,Vgf,Neurosecretory protein VGF,51043.5,282489.0,
886,Q00493,Q00493,CBPE_MOUSE,Cpe,Carboxypeptidase E,9145.76,50224.3,
887,P62869,P62869,ELOB_MOUSE,Elob,Elongin-B,7443.2,40786.7,
888,Q8C052,Q8C052,MAP1S_MOUSE,Map1s,Microtubule-associated protein 1S,9011.71,49254.0,
889,Q6PFX8,Q6PFX8,RIMKA_MOUSE,Rimkla,N-acetylaspartylglutamate synthase A,29331.5,158502.0,
890,P80317,P80317,TCPZ_MOUSE,Cct6a,T-complex protein 1 subunit zeta,69641.3,373800.0,
891,P80315,P80315,TCPD_MOUSE,Cct4,T-complex protein 1 subunit delta,56282.7,300559.0,
892,Q8CGY8,Q8CGY8,OGT1_MOUSE,Ogt,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,19509.5,103896.0,
893,Q03517,Q03517,SCG2_MOUSE,Scg2,Secretogranin-2,18982.0,101083.0,
894,Q6IMP4,Q6IMP4,PANX2_MOUSE,Panx2,Pannexin-2,8653.49,45875.3,
895,Q6P5F9,Q6P5F9,XPO1_MOUSE,Xpo1,Exportin-1,9131.5,48371.7,
896,O88271,O88271,CFDP1_MOUSE,Cfdp1,Craniofacial development protein 1,26488.4,139699.0,
897,P63017,P63017,HSP7C_MOUSE,Hspa8,Heat shock cognate 71 kDa protein,1677360.0,8827670.0,
898,Q6ZQ58,Q6ZQ58,LARP1_MOUSE,Larp1,La-related protein 1,36133.0,189268.0,
899,Q61733,Q61733,RT31_MOUSE,Mrps31,"28S ribosomal protein S31, mitochondrial",45156.6,235926.0,
900,Q5DTY9,Q6WVG3;Q5DTY9,KCD16_MOUSE,Kctd16,BTB/POZ domain-containing protein KCTD16,54913.1,286678.0,
901,Q63844,P63085;Q61532;Q63844;Q6P5G0,MK03_MOUSE,Mapk3,Mitogen-activated protein kinase 3,17300.2,90115.4,
902,Q7TSC1,Q7TSC1,PRC2A_MOUSE,Prrc2a,Protein PRRC2A,140798.0,728204.0,
903,Q9D1E6,Q9D1E6,TBCB_MOUSE,Tbcb,Tubulin-folding cofactor B,15554.0,79962.8,
904,Q6ZQ08,Q6ZQ08,CNOT1_MOUSE,Cnot1,CCR4-NOT transcription complex subunit 1,69758.9,358286.0,
905,Q61316,Q61316,HSP74_MOUSE,Hspa4,Heat shock 70 kDa protein 4,14256.4,73217.7,
906,Q64433,Q64433,CH10_MOUSE,Hspe1,"10 kDa heat shock protein, mitochondrial",286503.0,1471380.0,
907,P97379,P97379,G3BP2_MOUSE,G3bp2,Ras GTPase-activating protein-binding protein 2,24933.4,127507.0,
908,Q9ESZ8,Q9ESZ8,GTF2I_MOUSE,Gtf2i,General transcription factor II-I,41532.0,212236.0,
909,Q80VP1,Q80VP1,EPN1_MOUSE,Epn1,Epsin-1,10452.4,53204.6,
910,P62141,P62141,PP1B_MOUSE,Ppp1cb,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,44421.6,225879.0,
911,Q9QYF9,Q9QYF9,NDRG3_MOUSE,Ndrg3,Protein NDRG3,9539.47,48176.0,
912,Q9D7N3,Q9D7N3,RT09_MOUSE,Mrps9,"28S ribosomal protein S9, mitochondrial",41373.2,208450.0,
913,Q80XI3,Q80XI3,IF4G3_MOUSE,Eif4g3,Eukaryotic translation initiation factor 4 gamma 3,42943.4,216000.0,
914,Q922P9,Q922P9,GLYR1_MOUSE,Glyr1,Cytokine-like nuclear factor N-PAC,23138.7,115582.0,
915,Q80WJ7,Q80WJ7,LYRIC_MOUSE,Mtdh,Protein LYRIC,21703.6,108294.0,
916,Q91XI1,Q91XI1,DUS3L_MOUSE,Dus3l,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,21755.1,108262.0,
917,Q0KK55,Q0KK55,KNDC1_MOUSE,Kndc1,Kinase non-catalytic C-lobe domain-containing protein 1,6947.63,34469.9,
918,Q9D8E6,Q9D8E6,RL4_MOUSE,Rpl4,60S ribosomal protein L4,41032.9,203562.0,
919,P70297,P70297,STAM1_MOUSE,Stam,Signal transducing adapter molecule 1,7074.86,35084.1,
920,P63002,P63002,TLE5_MOUSE,Tle5,TLE family member 5,12108.5,59830.2,
921,Q9Z315,Q9Z315,SNUT1_MOUSE,Sart1,U4/U6.U5 tri-snRNP-associated protein 1,17311.6,85319.9,
922,Q6NZL0,Q6NZL0,SOGA3_MOUSE,Soga3,Protein SOGA3,8269.71,40701.0,
923,Q8VHR5,Q8VHR5,P66B_MOUSE,Gatad2b,Transcriptional repressor p66-beta,11575.5,56966.9,
924,Q8BVQ5,Q8BVQ5,PPME1_MOUSE,Ppme1,Protein phosphatase methylesterase 1,10590.2,51917.3,
925,Q9JJK2,Q9JJK2,LANC2_MOUSE,Lancl2,LanC-like protein 2,21147.4,102870.0,
926,P08122,P08122,CO4A2_MOUSE,Col4a2,Collagen alpha-2(IV) chain,31436.3,150671.0,
927,P62996,P62996,TRA2B_MOUSE,Tra2b,Transformer-2 protein homolog beta,684847.0,3278690.0,
928,Q3TDK6,Q3TDK6,ROGDI_MOUSE,Rogdi,Protein rogdi homolog,12132.5,57937.2,
929,P70399,P70399,TP53B_MOUSE,Tp53bp1,TP53-binding protein 1,34932.5,166493.0,
930,P80560,P80560,PTPR2_MOUSE,Ptprn2,Receptor-type tyrosine-protein phosphatase N2,22528.9,107076.0,
931,Q6I6G8,Q6I6G8,HECW2_MOUSE,Hecw2,E3 ubiquitin-protein ligase HECW2,9129.87,43120.4,
932,Q91Z49,Q91Z49,UIF_MOUSE,Fyttd1,UAP56-interacting factor,23933.1,112911.0,
933,Q9DCL8,Q9DCL8,IPP2_MOUSE,Ppp1r2,Protein phosphatase inhibitor 2,21837.5,102267.0,
934,Q91VC3,Q91VC3,IF4A3_MOUSE,Eif4a3,Eukaryotic initiation factor 4A-III,67592.2,316378.0,
935,Q5U4C1,Q5U4C1,GASP1_MOUSE,Gprasp1,G-protein coupled receptor-associated sorting protein 1,26072.6,121963.0,
936,Q60829,Q60829,PPR1B_MOUSE,Ppp1r1b,Protein phosphatase 1 regulatory subunit 1B,25410.5,118585.0,
937,Q80UJ7,Q80UJ7,RB3GP_MOUSE,Rab3gap1,Rab3 GTPase-activating protein catalytic subunit,36658.9,170568.0,
938,P56382,P56382,ATP5E_MOUSE,Atp5f1e,"ATP synthase subunit epsilon, mitochondrial",94315.9,437788.0,
939,Q6PDM2,Q6PDM2,SRSF1_MOUSE,Srsf1,Serine/arginine-rich splicing factor 1,36925.8,167658.0,
940,Q9Z0R6,Q9Z0R6,ITSN2_MOUSE,Itsn2,Intersectin-2,11691.0,53014.2,
941,Q7TN99,Q7TN99,CPEB3_MOUSE,Cpeb3,Cytoplasmic polyadenylation element-binding protein 3,41661.8,188383.0,
942,Q9JLB0,Q9JLB0,PALS2_MOUSE,Pals2,Protein PALS2,7482.7,33822.3,
943,Q6PDG5,Q6PDG5,SMRC2_MOUSE,Smarcc2,SWI/SNF complex subunit SMARCC2,55147.0,248509.0,
944,Q9CY58,Q9CY58,PAIRB_MOUSE,Serbp1,Plasminogen activator inhibitor 1 RNA-binding protein,38416.4,172568.0,
945,Q80WT5,Q80WT5,AFTIN_MOUSE,Aftph,Aftiphilin,11864.9,52784.4,
946,G3X9K3,G3X9K3,BIG1_MOUSE,Arfgef1,Brefeldin A-inhibited guanine nucleotide-exchange protein 1,10635.4,47312.8,
947,Q5SV85,Q5SV85,SYNRG_MOUSE,Synrg,Synergin gamma,177714.0,789402.0,
948,Q8C7D2,Q8C7D2,CRBN_MOUSE,Crbn,Protein cereblon,8275.07,36694.9,
949,O08638,O08638,MYH11_MOUSE,Myh11,Myosin-11,27082.5,119994.0,
950,P26369,P26369,U2AF2_MOUSE,U2af2,Splicing factor U2AF 65 kDa subunit,63555.2,281195.0,
951,Q9Z0F7,Q9Z0F7,SYUG_MOUSE,Sncg,Gamma-synuclein,54512.4,240518.0,
952,Q9QUG9,Q9QUG9,GRP2_MOUSE,Rasgrp2,RAS guanyl-releasing protein 2,9550.55,41773.8,
953,P68510,P68510,1433F_MOUSE,Ywhah,14-3-3 protein eta,14493.0,63309.9,
954,P08414,P08414,KCC4_MOUSE,Camk4,Calcium/calmodulin-dependent protein kinase type IV,13131.5,57128.2,
955,Q8C5P7,Q8C5P7,TDRP_MOUSE,Tdrp,Testis development-related protein,31377.9,136366.0,
956,P46061,P46061,RAGP1_MOUSE,Rangap1,Ran GTPase-activating protein 1,9150.75,39522.5,
957,Q68ED7,Q68ED7,CRTC1_MOUSE,Crtc1,CREB-regulated transcription coactivator 1,11152.8,48029.4,
958,Q9DBU6,Q9DBU6,RSRC1_MOUSE,Rsrc1,Serine/Arginine-related protein 53,17902.0,76623.1,
959,Q8CDN6,Q8CDN6,TXNL1_MOUSE,Txnl1,Thioredoxin-like protein 1,14825.3,63382.5,
960,Q8BUV3,Q8BUV3,GEPH_MOUSE,Gphn,Gephyrin,205235.0,870397.0,
961,Q9CWG8,Q9CWG8,NDUF7_MOUSE,Ndufaf7,"Protein arginine methyltransferase NDUFAF7, mitochondrial",24281.7,102266.0,
962,Q99KK2,Q99KK2,NEUA_MOUSE,Cmas,N-acylneuraminate cytidylyltransferase,62233.2,261459.0,
963,P11983,P11983,TCPA_MOUSE,Tcp1,T-complex protein 1 subunit alpha,115665.0,483383.0,
964,P14206,P14206,RSSA_MOUSE,Rpsa,40S ribosomal protein SA,8958.9,37332.3,
965,Q99KX1,Q99KX1,MLF2_MOUSE,Mlf2,Myeloid leukemia factor 2,304798.0,1270110.0,
966,Q9CX34,Q9CX34,SGT1_MOUSE,Sugt1,Protein SGT1 homolog,10683.6,44225.6,
967,Q8BH59,Q8BH59,S2512_MOUSE,Slc25a12,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial",74237.6,306618.0,
968,Q8BFU3,Q8BFU3,RN214_MOUSE,Rnf214,RING finger protein 214,56986.3,234400.0,
969,Q9CQV5,Q9CQV5,RT24_MOUSE,Mrps24,"28S ribosomal protein S24, mitochondrial",30227.2,123664.0,
970,Q8CHT1,Q8CHT1,NGEF_MOUSE,Ngef,Ephexin-1,10122.7,41307.0,
971,P54227,P54227,STMN1_MOUSE,Stmn1,Stathmin,40522.1,165308.0,
972,Q99K46,Q99K46,UBP11_MOUSE,Usp11,Ubiquitin carboxyl-terminal hydrolase 11,10172.6,41484.7,
973,E9Q4N7,E9Q4N7,ARI1B_MOUSE,Arid1b,AT-rich interactive domain-containing protein 1B,44247.9,179946.0,
974,Q80UG5,Q80UG5,SEPT9_MOUSE,Septin9,Septin-9,6636.41,26928.3,
975,Q8BZA9,Q8BZA9,TIGAR_MOUSE,Tigar,"Fructose-2,6-bisphosphatase TIGAR",43435.6,175441.0,
976,Q8BGZ1,Q8BGZ1,HPCL4_MOUSE,Hpcal4,Hippocalcin-like protein 4,4980.07,20091.5,
977,P0DP26;P0DP27;P0DP28,P0DP26;P0DP27;P0DP28,CALM1_MOUSE;CALM2_MOUSE;CALM3_MOUSE,Calm1;Calm2;Calm3,Calmodulin-1,241989.0,975384.0,
978,P62192,P62192,PRS4_MOUSE,Psmc1,26S proteasome regulatory subunit 4,39125.4,157698.0,
979,P14148,P14148,RL7_MOUSE,Rpl7,60S ribosomal protein L7,12468.7,50007.9,
980,P06151,P00342;P06151;P16125,LDHA_MOUSE,Ldha,L-lactate dehydrogenase A chain,34965.4,139755.0,
981,Q9D1R9,Q9D1R9,RL34_MOUSE,Rpl34,60S ribosomal protein L34,19677.1,78644.2,
